cod;code;group;name_en;name;energy;protein;carbs;fat;nonSaturatedFat;saturatedFat;sugar;fiber;cholesterol;potassium;sodium;salt;fresh;allergens
31091;31091;7;Chocolate confectionery, filled with wafer;Confitería de chocolate, rellena con oblea;0;6,5;55,1;29,4;0;17,8;42,9;4,92;2,81;0;128;0,32;FALSE;[8,4]
31041;31041;7;Chocolate confectionery, sugar coated;Confitería de chocolate, cubierta de azúcar;505;5,49;65;24,3;8,89;15;57,4;1,98;12,1;112;113;0,28;FALSE;[8]
7733;7733;7;Chocolate croissant, prepacked;Croissant de chocolate, envasado;425;6,9;46,8;22,3;7,63;13,4;11,1;3;17,9;150;441;1,1;FALSE;[8,4]
7730;7730;7;Chocolate croissant, puff pastry, from bakery;Croissant de chocolate, de hojaldre, de panadería;423;7,47;45,4;22,5;6,28;14,7;12,8;3;69,4;160;392;0,98;FALSE;[8,4]
19122;19122;6;Chocolate flavoured milk, with sugar, partially skimmed, fortified with vitamins and chemicals elements;Leche con sabor a chocolate, con azúcar, parcialmente desnatada, fortificada con vitaminas y elementos químicos;63,8;2,75;10,8;0,99;0,283;0,7;9,45;1;7,5;185;38,1;0,095;FALSE;[8]
39206;39206;5;Chocolate mousse (milk-based), refrigerated;Mousse de chocolate (a base de leche), refrigerada;150;5,42;21,3;4,4;1,31;2,81;18,9;3;11,5;371;62;0,16;FALSE;[8]
11300;11300;10;Chocolate sauce, prepacked;Salsa de chocolate, envasada;277;3,8;26,2;16,8;0;10,9;24,1;3;0;0;0;0,13;FALSE;[8]
31073;31073;7;Chocolate snack bar, dairy filling;Barrita de chocolate, rellena de lácteos;0;6,81;41;28,5;10,15;17;32,8;1,6;0;0;68;0,17;FALSE;[8]
31099;31099;7;Chocolate snack bar, dairy filling with sponge cake;Barrita de chocolate, rellena de lácteos con bizcocho;0;6,68;39;34,2;12,79;19,7;33,3;4,3;22,9;296;50,3;0,13;FALSE;[8,4]
23586;23586;7;Chocolate soft cake, prepacked;Bizcocho suave de chocolate, envasado;0;6,19;48,2;24;15;7,88;33,4;2,56;127;0;120;0,3;FALSE;[4]
31032;31032;7;Chocolate spread with hazelnuts;Crema de chocolate con avellanas;0;5,02;57,9;32,4;21,03;9,18;56,2;3,23;0;503;49,5;0,12;FALSE;[8]
23497;23497;7;Chocolate tart from bakery;Tarta de chocolate de panadería;0;5,94;40,9;30,7;9,51;18,9;22,7;2,9;82,9;230;74,4;0,19;FALSE;[4,8]
25205;25205;1;Chop suey (pork or chicken), prepacked;Chop suey (cerdo o pollo), envasado;78,2;5;7,8;3;1,577586;1,422414;0;0;0;0;0;0;FALSE;[13]
23457;23457;7;Chou pastry filled with custard;Pasta choux rellena de crema pastelera;0;4,31;34,9;7,3;2,52;3,38;13,5;1;63;99,5;99,5;0,25;FALSE;[4,8,7]
23456;23456;7;Chou pastry filled with whipped cream;Pasta choux rellena de nata montada;0;4,63;22,9;26,4;6,89;13,6;8,9;1;122;108;149;0,37;FALSE;[4,8]
23005;23005;7;Chou pastry with praline flavoured creme;Pasta choux con crema sabor praliné;0;5,44;26,1;24,9;10,16;13,1;16,2;1,2;109;160;119;0,3;FALSE;[4,8]
23467;23467;7;Chou pastry, sugar coated;Pasta choux, cubierta de azúcar;381;7,76;42,6;18,6;6,66;9,89;27,1;6,1;191;107;433;1,08;TRUE;[4]
7744;7744;7;Christmas brioche with candied fruits, prepacked;Panettone navideño con frutas confitadas, envasado;355;7,2;53,3;12,3;5,88;5,83;19,6;1,35;0;0;354;0,89;FALSE;[4,8,14]
23030;23030;7;Christmas log cake;Tronco de Navidad;0;4,2;30,7;19,7;4,4;6,06;23,7;1,3;89;157;72,8;0,18;FALSE;[4,8,7]
5020;5020;6;Cider;Sidra;0;0;1,87;0;0;0;1,58;0;0;95,8;5,35;0,013;FALSE;[14]
5003;5003;6;Cider (average);Sidra (promedio);;0,069;3,22;0,083;0;0;2,82;0;;99,7;4,19;0,01;FALSE;[14]
5006;5006;6;Cider, dry;Sidra, seca;0;0;2,62;0;0;0;2,22;0;0;95,8;4,12;0,01;FALSE;[14]
5021;5021;6;Cider, half-dry;Sidra, semi-seca;48;0,5;4,4;0,6;1,441427;1,714129;3,7;0;0;120;2,8;0,007;FALSE;[14]
5007;5007;6;Cider, sweet;Sidra, dulce;37,5;0,5;5,09;0,6;0;0;4,61;0;0;110;3,9;0,0098;FALSE;[14]
24360;24360;7;Cigarette biscuit;Galleta de cigarrillo;0;5,29;63;27,5;9,55;17,5;38;1;0;163;111;0,28;FALSE;[4,7]
11025;11025;10;Cinnamon, powder;Canela, en polvo;243;3,87;27,5;1,22;0,387;0,44;2,17;53,1;0;431;10;0,025;FALSE;[]
10027;10027;4;Clam, boiled/cooked in water;Almeja, hervida/cocida en agua;99,2;16,2;5,33;1,48;0,55;0,14;0;0;50,5;432;625;1,56;FALSE;[9]
10017;10017;4;Clam, raw;Almeja, cruda;80,5;11,5;2,66;2,65;0,63;0,21;0,16;0;40;180;329;0,82;TRUE;[9]
1001;1001;6;Clear fruit brandy or eau-de-vie;Aguardiente de frutas claro o eau-de-vie;229;0;0,37;0;0;0;0;0;0;1;1;0,0025;FALSE;[14]
13024;13024;2;Clementine or Mandarin orange, pulp, raw -> ARCHIVE;Clementina o mandarina, pulpa, cruda;47,3;0,81;9,17;0,5;0,323027;0,119195;8,6;1,7;0;140;5;0,013;TRUE;[]
11052;11052;10;Cloves;Clavos de olor;335;5,97;31,6;13;5;3,95;2,38;33,9;0;1020;277;0,69;FALSE;[]
31001;31001;7;Coated chocolate bar without biscuit;Barra de chocolate sin galleta;496;3,7;66,4;24,1;9,13;13,5;60,5;0,6;24,6;42;200;0,5;FALSE;[8]
38406;38406;3;Coated peanuts;Maní cubierto;518;15,8;45,4;29,7;0;7,8;4,51;3,18;0;0;1120;2,82;TRUE;[3]
25121;25121;1;Cockerel in red wine sauce;Gallo en salsa de vino tinto;133;13;4;7;5,62;1;1;0,9;65;145;420;1,05;FALSE;[14]
30746;30746;4;Cocktail sausage;Salchicha de cóctel;290;12,7;1,46;25,9;15,18;9,59;1,09;0,27;64,7;305;849;2,1;FALSE;[10]
2008;2008;6;Cocktail, alcohol-free (juices and syrup-based cocktail);Cóctel sin alcohol (cóctel a base de jugos y jarabe);0;0,5;12,8;0;0;0;11,2;0;0;132;2;0,0075;FALSE;[]
1022;1022;6;Cocktail, punch type, 16% alcohol;Cóctel tipo ponche, 16% de alcohol;0;0,6;17,8;0,6;0;0;17,8;0,5;0;43;16,7;0,042;FALSE;[14]
20293;20293;2;Coco bean, boiled/cooked in water;Judía de cacao, hervida/cocida en agua;131;9,63;13,7;0,5;0,34;0,11;1,1;15,8;0;480;9;0,023;TRUE;[]
16030;16030;9;Cocoa butter;Manteca de cacao;900;0;0;100;35,9;59,7;0;0;0;0;0;0;FALSE;[8]
18101;18101;6;Cocoa or chocolate powder, for beverages, with sugar;Cacao o polvo de chocolate, para bebidas, con azúcar;379;6,65;75,6;3,29;0,98;2,16;67,9;10,5;0;605;85;0,21;FALSE;[8]
18168;18168;6;Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins;Cacao o chocolate en polvo, para bebidas, con azúcar, fortificado con vitaminas;386;4,29;85;2,04;0,649;1,3;82,7;5,3;0;0;124;0,31;FALSE;[]
18167;18167;6;Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins and chemical elements;Cacao o chocolate en polvo, para bebidas, con azúcar, fortificado con vitaminas y elementos químicos;376;4,68;79,3;3,04;0;1,44;76,7;6,48;0;0;169;0,43;FALSE;[]
42501;42501;11;Cocoa powder for baby beverage;Polvo de cacao para bebida de bebé;396;8,5;85;1,9;0,58;0,92;44,5;2,2;1,38;326;17,6;0,044;FALSE;[]
18100;18100;6;Cocoa powder, without sugar, powder, instant;Polvo de cacao, sin azúcar, en polvo, instantáneo;387;22,4;11,6;20,6;7,27;12,4;0,9;29,5;0;3900;45;0,11;FALSE;[]
31002;31002;7;Coconut bar, with chocolate coating;Barra de coco, con cobertura de chocolate;475;3,88;60,2;23,8;4,42;18,3;53;3;5,5;331;200;0,5;FALSE;[8]
16040;16040;9;Coconut fat or oil;Grasa o aceite de coco;900;0;0;100;10,3;84;0;0;0;0;0;0;FALSE;[]
16060;16060;9;Coconut fat or oil refined;Grasa o aceite de coco refinado;900;0;0;100;7,6;86,5;0;0;0;0;0;0;FALSE;[]
18041;18041;6;Coconut milk or coconut cream;Leche de coco o crema de coco;188;1,77;3,4;18,4;1,08;16,5;2,1;0,57;0;220;30;0,075;FALSE;[8]
18011;18011;6;Coconut water;Agua de coco;15,2;0,42;3,33;0,3;0;0;2,48;0,5;0;200;20,4;0,051;FALSE;[]
18907;18907;6;Coconut-based drink, plain, prepacked;Bebida a base de coco, natural, envasada previamente;31,4;0,42;2,75;2,1;0,16;1,87;2,46;0,5;0;14;35,6;0,089;FALSE;[]
15014;15014;2;Coconut, immature kernel, fresh;Coco, pulpa inmadura, fresco;0;3,33;6,22;33,5;1,8;29,7;6,22;9;0;356;20;0,05;FALSE;[]
15007;15007;2;Coconut, kernel, dried;Coco, pulpa, seco;0;6,62;8,55;66,3;4,03;57,7;6,64;14;0;647;26,6;0,064;FALSE;[]
15006;15006;2;Coconut, ripe kernel, fresh;Coco, pulpa madura, fresco;0;3,33;6,22;33,5;1,8;29,7;6,22;9;0;356;20;0,05;FALSE;[]
17630;17630;9;Cod liver oil;Aceite de hígado de bacalao;900;0;0;100;70,8;22;0;0;510;0;0,02;0,00005;FALSE;[11]
26142;26142;4;Cod liver, canned, drained;Hígado de bacalao, enlatado, escurrido;433;7,25;1,1;44,4;32,3;6,87;0;0;186;130;446;1,12;FALSE;[11]
26141;26141;4;Cod liver, raw;Hígado de bacalao, crudo;619;5;0;66,6;48;14;0;0;0;130;589;1,47;TRUE;[11]
26056;26056;4;Cod roe, smoked, semi-preserved;Huevas de bacalao, ahumadas, semi-conservadas;146;26,9;0,1;4,2;1,96;0,56;0;0;0;280;290;0,73;FALSE;[11,7]
25997;25997;4;Cod, cooked (average);Bacalao, cocido (promedio);98,9;23,1;0;0,73;0,34;0,14;0;0;52,1;321;80,8;0,2;FALSE;[11]
26043;26043;4;Cod, raw;Bacalao, crudo;77,6;18,1;0;0,57;0,288;0,1;0;0,2;43,9;357;65,2;0,23;TRUE;[11]
26023;26023;4;Cod, roasted/baked;Bacalao, asado/horneado;94,6;22,3;0;0,6;0,283;0,13;0;0;55,5;297;90,5;0,23;FALSE;[11]
26024;26024;4;Cod, salted, boiled/cooked in water;Bacalao, salado, hervido/cocido en agua;113;26;0;1,01;0,281;0,13;0;0;0;110;2320;5,8;FALSE;[]
26098;26098;4;Cod, salted, dried;Bacalao, salado, seco;206;47,6;0;1,67;0,86;0,31;0;0;105;1300;4900;12,3;FALSE;[]
26025;26025;4;Cod, steamed;Bacalao, al vapor;106;24,5;0;0,95;0,415;0,16;0;0;46,5;360;65;0,16;FALSE;[]
18163;18163;6;Coffee with milk or Cappuccino with chocolate, powder, instant;Café con leche o Cappuccino con chocolate, en polvo, instantáneo;402;11,2;67,1;9,13;0,894;7,83;62,2;3,51;0;0;516;1,29;FALSE;[8]
18160;18160;6;Coffee with milk or Cappuccino, powder, instant;Café con leche o Cappuccino, en polvo, instantáneo;416;12,2;70,1;8,8;0,88;7,47;52;3,3;0;0;316;0,79;FALSE;[8]
18151;18151;6;Coffee with milk or white coffee or cappuccino, instant coffee or not, without sugar, ready-to-drink;Café con leche o café blanco o cappuccino, café instantáneo o no, sin azúcar, listo para beber;21,5;1,39;2,31;0,76;0,253;0,47;2,31;0;2,5;109;23,4;0,059;FALSE;[8]
18003;18003;6;Coffee, ground;Café, molido;397;14,4;40,2;15,4;7,05487;8,389575;0;19,8;0;2020;74;0,19;FALSE;[]
18005;18005;6;Coffee, powder, instant;Café, en polvo, instantáneo;296;19,4;42,6;1,1;0,241;0,2;0;19,1;0;3770;39;0,098;FALSE;[]
18063;18063;6;Cola, sugar and sweetener(s) content (average);Cola, contenido de azúcar y endulzante(s) (promedio);30,7;0,089;7,45;0,059;0;0;7,41;0,00084;0;3,14;7,55;0,019;FALSE;[]
18018;18018;6;Cola, with sugar;Cola, con azúcar;41,8;0,093;10,2;0,062;0;0;10,2;0;0;2;6,71;0,017;FALSE;[]
18037;18037;6;Cola, with sugar and artificial sweetener(s);Cola, con azúcar y edulcorante(s) artificial(es);0;0,0093;6,65;0,0033;0;0;6,65;0,0033;0;10;4,2;0,011;FALSE;[]
18067;18067;6;Cola, with sugar and without caffeine;Cola, con azúcar y sin cafeína;43,8;0;11;0;0;0;11;0;0;3;10;0,025;FALSE;[]
18060;18060;6;Cola, without sugar and with artificial sweetener(s);Cola, sin azúcar y con edulcorante(s) artificial(es);1,3;0,081;0,11;0,053;0;0;0,11;0,003;0;6;9,88;0,024;FALSE;[]
18068;18068;6;Cola, without sugar, with artificial sweetener(s) and with caffeine;Cola, sin azúcar, con edulcorante(s) artificial(es) y con cafeína;0,87;0;0,2;0;0;0;0,2;0;0;7;7;0,018;FALSE;[]
26259;26259;1;Coleslaw, w sauce, prepacked;Ensalada de col, con salsa, envasada;105;0,94;5,78;8,1;7,03;0,63;4,72;3;0;210;353;0,88;FALSE;[]
13202;13202;2;Colombo Papaya (fruit), mature, seeds and peel removed, raw, from the island La Réunion (Carica papaya L.);Papaya Colombo (fruta), madura, sin semillas ni piel, cruda, de la isla La Reunión (Carica papaya L.);40;0,56;7,88;0,3;0,149339;0,055105;7,7;2,2;0;240;5;0,013;TRUE;[]
17700;17700;9;Combined oil (blended vegetable oils);Aceite combinado (mezcla de aceites vegetales);896;0;0;99,5;84,6;10,3;0;0;0;0,81;2,42;0,011;FALSE;[]
17701;17701;9;Combined oil (mix of olive oil and seeds oil);Aceite combinado (mezcla de aceite de oliva y aceite de semillas);900;0;0;100;81,9;12,1;0;0;0;0;0;0;FALSE;[]
26187;26187;4;Common anchovy, marinated, prepacked;Anchoa común, marinada, envasada;136;23,9;2,7;3,26;2,05;1,04;0;0;105;159;2230;5,58;FALSE;[14]
26079;26079;4;Common anchovy, raw;Anchoa común, cruda;129;18,6;0;6,07;2,8;1,64;0;0;124;294;73;0,18;TRUE;[]
26057;26057;4;Common dab, raw;Solla común, cruda;80,8;18,3;0;0,85;0,38;0,16;0;0;49,8;262;111;0,28;TRUE;[]
26103;26103;4;Common dentex, raw;Dentón común, crudo;99,3;17;0;3,5;2,66;0,45;0;0;70;350;77;0,19;TRUE;[]
13416;13416;2;Common mandarin juice, pure juice, filtered, pasteurized, sampled in the island of La Martinique;Jugo de mandarina común, jugo puro, filtrado, pasteurizado, muestreado en la isla de La Martinica;0;0;0;0;0,19;0,092;9,4;0,5;0;0;0;0;FALSE;[]
13417;13417;2;Common mandarin juice, pure juice, filtered, sampled in the island of La Martinique;Jugo de mandarina común, jugo puro, filtrado, muestreado en la isla de La Martinica;0;0,61;8,63;0,57;0,19;0,092;8,63;0,5;0;102;0;0;FALSE;[]
13425;13425;2;Common mandarin, pulp, canned in syrup, not drained, sampled in the island of La Martinique;Mandarina común, pulpa, enlatada en almíbar, no escurrida, muestreada en la isla de La Martinica;0;0;0;0;0,19;0,092;17,4;0,7;0;0;0;0;FALSE;[]
26061;26061;4;Common sole, boiled/cooked in water;Lenguado común, hervido/cocido en agua;69;15;0;1;0,8;0,2;0;0;65;137;82;0,21;FALSE;[]
26062;26062;4;Common sole, fried;Lenguado común, frito;72,2;15,8;0;1;0,8;0,2;0;0;65;240;144;0,36;FALSE;[]
26248;26248;4;Common sole, grilled;Lenguado común, a la parrilla;96,7;23,6;0;0,5;0,157581;0,097974;0;0;69,3;370;147;0,37;FALSE;[]
26058;26058;4;Common sole, raw;Lenguado común, crudo;77,3;18;0;0,6;0,26;0,13;0;0;51,8;349;76,3;0,19;TRUE;[]
26060;26060;4;Common sole, roasted/baked;Lenguado común, asado/horneado;78,2;15,7;0;1,69;0,74;0,31;0;0;60,5;224;117;0,29;FALSE;[]
26059;26059;4;Common sole, steamed;Lenguado común, al vapor;94,6;20,3;0;1,48;0,4;0,2;0;0;70,8;175;166;0,41;FALSE;[]
12110;12110;5;Comté cheese, from cow's milk;Queso Comté, de leche de vaca;418;27,2;0;34,6;10,12;22,5;0;0;115;116;322;0,8;FALSE;[8]
18059;18059;6;"Concentrate beverage (to be diluted), without sugar and with artificial sweeteners, ""syrup 0%"" type";"Bebida concentrada (para diluir), sin azúcar y con edulcorantes artificiales, tipo ""jarabe 0%""";21,7;0,5;2,76;0,5;0,368477;0,438189;0,66;0,7;0;57;11;0,028;FALSE;[]
19027;19027;5;Condensed milk, with sugar, whole;Leche condensada, con azúcar, entera;323;7,7;55,6;7,87;2,26;5,17;55,6;0;34;371;85,2;0,21;FALSE;[8]
19026;19026;5;Condensed milk, without sugar, whole;Leche condensada, sin azúcar, entera;122;6,44;9,91;5,9;1,46;3,96;9,47;3;0;339;95;0,24;FALSE;[8]
24685;24685;7;Cone, wafer for ice cream;Cono, barquillo para helado;0;7,5;80,4;5;0;4,1;25,6;2;0;0;215;0,54;FALSE;[4]
26127;26127;4;Conger, raw;Congrio, crudo;115;18,3;0;4,6;2,863867;1,780578;0;0;78;240;50;0,13;TRUE;[]
999904;999904;2;Cooked chickpeas;Garbanzos cocidos;128;7;20;2;0,65625;0,454861;3,5;5;;;250;;FALSE;[]
16066;16066;2;Cooked edamame (green soybeans);Edamame (soja verde) cocido;121;11,9;8,9;5,2;1,824375;1,264514;2,2;5;;;5;0,01;TRUE;[13]
28910;28910;4;Cooked ham, choice;Jamón cocido, de elección;125;19,5;1,7;4,5;0;1,78;1,7;0,08;0;0;945;2,1;FALSE;[]
28913;28913;4;Cooked ham, choice, rind less and fatless;Jamón cocido, de elección, sin corteza y sin grasa;114;19,6;1,61;3,24;1,26;1,18;1,32;0,15;0;358;774;1,96;FALSE;[]
28912;28912;4;Cooked ham, choice, w rind;Jamón cocido, de elección, con corteza;137;19,4;0,55;6,3;3,918975;2,43658;0,2;0;0;0;1200;3,06;FALSE;[]
28925;28925;4;Cooked ham, Parisian-style, rind less and fatless;Jamón cocido, estilo parisino, sin corteza y sin grasa;115;20;1,08;3,42;2,101996;1,306893;0;0;0;0;0;0;FALSE;[]
28803;28803;4;Cooked ham, smoked;Jamón cocido, ahumado;135;20;0,79;5,8;3,17;2,36;0,62;0,1;34,1;261;797;1,93;FALSE;[]
28900;28900;4;Cooked ham, superior quality;Jamón cocido, de calidad superior;125;20,8;0,81;4,28;1,46;1,58;0,77;0,15;39,8;362;749;1,79;FALSE;[]
28907;28907;4;Cooked ham, superior quality, reduced salt;Jamón cocido, de calidad superior, con reducción de sal;121;20,8;0,74;3,83;0;1,5;0,74;0,42;0;0;575;1,48;FALSE;[]
28902;28902;4;Cooked ham, superior quality, rind less;Jamón cocido, de calidad superior, sin corteza;117;20,5;0,77;3,52;1,99;1,36;0,76;0,05;62;440;742;1,87;FALSE;[]
28906;28906;4;Cooked ham, superior quality, rind less and fatless;Jamón cocido, de calidad superior, sin corteza y sin grasa;119;20,3;1,03;3,66;1,28;1,24;0,82;0,32;57;313;722;1,82;FALSE;[]
28901;28901;4;Cooked ham, superior quality, with rind;Jamón cocido, de calidad superior, con corteza;137;20,2;0,91;5,82;3,42;2,13;0,77;0,33;0;0;744;1,87;FALSE;[]
28911;28911;4;Cooked pork shoulder, choice;Paleta de cerdo cocida, de elección;121;18;1,93;4,5;2,89;1,4;1,35;0,5;48;292;950;2,33;FALSE;[]
28924;28924;4;Cooked pork shoulder, standard, rind less and fatless;Paleta de cerdo cocida, estándar, sin corteza y sin grasa;123;13,7;3,58;5,98;2,85;3,136667;0;0;0;0;1450;3,62;FALSE;[]
30701;30701;4;Cooked sausage, pure pork;Salchicha cocida, de cerdo puro;322;13,8;1,3;29;17,92315;11,14352;0;0;0;0;0;1,9;FALSE;[]
28850;28850;4;Coppa;Coppa;284;25;1;20;5,92;6,83;0,5;0;0;0;1800;4,5;FALSE;[]
11094;11094;10;Coriander, fresh;Cilantro, fresco;22,3;2,13;0,87;0,52;0,32;0,014;0,87;2,8;0;521;46;0,12;FALSE;[]
11026;11026;10;Coriander, seed;Semilla de cilantro;346;12,4;13;17,8;15,36;0,97;0;41,9;0;1270;35;0,088;FALSE;[]
38105;38105;3;Corn chips or tortilla chips;Totopos de maíz o nachos;495;6,56;59,5;24,7;13,24;9,98;2,62;4,19;0;228;565;1,42;FALSE;[4]
9200;9200;3;Corn or maize grain, raw;Grano de maíz o maíz, crudo;346;8,1;67,2;3,7;2,656374;1,054737;1,6;5,7;0;320;4;0,01;TRUE;[4]
7813;7813;3;Corn tortilla wrap, to be filled;Tortilla de maíz para rellenar;313;9,06;54,7;5,8;4,74;0,78;2,6;2,8;0;120;430;1,08;FALSE;[4]
28505;28505;4;Corned-beef, canned;Carne en conserva de res, enlatada;188;23,1;0,1;10,5;5,74;4,54;0,2;1,5;75,5;244;781;1,95;FALSE;[]
12762;12762;5;Corsica soft ripened cheese, from ewe's milk;Queso de Córcega de maduración suave, de leche de oveja;457;28,5;0;38,4;11,1;25,7;0;0;93,3;105;957;2,39;FALSE;[8]
20171;20171;2;Cos or romaine lettuce, raw;Lechuga romana o cos, cruda;0;1,24;1,2;0,3;0,172;0,04;1,19;2,1;0;247;8;0,02;TRUE;[]
17170;17170;9;Cottonseed oil;Aceite de semilla de algodón;900;0;0;100;69,7;25,9;0;0;0;0;0;0;FALSE;[]
12010;12010;5;Coulommiers cheese, from cow's milk;Queso Coulommiers, de leche de vaca;279;18,8;0;22,8;6,79;15,8;0;0;85;165;534;1,37;FALSE;[8]
7100;7100;3;Country-style bread, French bread (baguette or ball);Pan de campo, pan francés (baguette o bola);253;7,52;50;1,3;0,8;0,42;2,5;4,3;0,37;190;539;1,35;FALSE;[4]
7261;7261;3;Country-style bread, home-made (with flour for bread making machine);Pan de campo, casero (con harina para máquina de hacer pan);240;7,98;46,7;0,9;0,423;0,18;0;5,1;0,7;210;537;1,34;FALSE;[4]
8211;8211;4;Country-style pâté or terrine;Paté o terrina de estilo campestre;323;15,5;1,5;28,2;16,39;10,4;0,62;0;148;212;617;1,54;FALSE;[]
8250;8250;4;Country-style pâté with mushrooms;Paté de estilo campestre con champiñones;329;12,6;5,93;28,1;0;10,6;1,95;0,58;0;0;690;1,73;FALSE;[]
20021;20021;2;Courgette or zucchini, pulp and peel, cooked;Calabacín o zucchini, pulpa y piel, cocidos;15,5;0,93;1,4;0,36;0,179;0,1;1,39;1,5;0;238;39;0,098;TRUE;[]
20230;20230;2;Courgette or zucchini, pulp and peel, frozen, raw;Calabacín o zucchini, pulpa y piel, congelados, crudos;0;1,19;2,18;0,14;0,066;0,027;1,56;1,48;0;218;8,36;0,019;FALSE;[]
20020;20020;2;Courgette or zucchini, pulp and peel, raw;Calabacín o zucchini, pulpa y piel, crudos;16,5;1,23;1,8;0,26;0,097;0,061;1,79;1,05;0;262;9;0,023;TRUE;[]
20313;20313;2;Courgette or zucchini, pulp and peel, roasted/baked;Calabacín o zucchini, pulpa y piel, asado/horneado;23;1,5;3,13;0,3;0,087656;0,032344;2,7;1,7;0;300;5;0,013;TRUE;[]
20264;20264;2;Courgettes, puree;Puré de calabacines;0;2,8;6,5;1,9;0;1,3;2,3;1,5;0;0;220;0,6;FALSE;[]
9683;9683;3;Couscous (precooked durum wheat semolina), cooked, unsalted;Cuscús (sémola de trigo duro precocida), cocido, sin sal;157;4,56;31;1;0,67;0,25;1,6;2,3;0;110;5;0,013;FALSE;[4]
9681;9681;3;Couscous (precooked durum wheat semolina), raw;Cuscús (sémola de trigo duro precocida), crudo;365;12;72,7;1,45;0,81;0,28;2,95;4,33;0;166;5,5;0,013;TRUE;[4]
25127;25127;1;Couscous royal (with different meats), prepacked;Cuscús real (con diferentes carnes), envasado;132;7,69;14;4,53;2,74;1,54;1,57;2,1;20;179;345;0,88;FALSE;[4]
25138;25138;1;Couscous w chicken;Cuscús con pollo;130;7,5;15,6;3,85;2,47;1,17;2,87;1,47;26,6;153;307;0,79;TRUE;[4]
25107;25107;1;Couscous w fish;Cuscús con pescado;105;7,5;14,2;1,6;1,2;0,2;1,7;1,7;15,6;192;337;0,84;TRUE;[4]
25152;25152;1;Couscous w meat, prepacked;Cuscús con carne, envasado;128;7,59;12,5;4,73;2,17;1,24;1,97;2,53;0;179;313;0,78;FALSE;[4]
25029;25029;1;Couscous w mutton;Cuscús con cordero;149;8,31;12,2;7,2;3,760498;3,390613;1,38;1,3;17,5;187;322;0,81;FALSE;[4]
25043;25043;1;Couscous with meat or chicken, light, prepacked;Cuscús con carne o pollo, ligero, envasado;90,7;5,9;11,5;1,9;1,34;0,4;2,1;2;16;148;300;0,7;FALSE;[4]
25150;25150;1;Couscous with vegetables, prepacked;Cuscús con verduras, envasado;108;4,32;16,4;2,25;1,35;0,8;2,54;2,24;0;0;274;0,73;FALSE;[4]
10025;10025;4;Crab, boiled/cooked in water;Cangrejo, hervido/cocido en agua;124;19,5;1,79;4,29;2,66;0,55;0;0;73,3;248;478;1,23;FALSE;[5]
10039;10039;4;Crab, raw;Cangrejo, crudo;104;19,5;0,027;2,86;2,29;0,47;0;0;78;268;275;0,69;TRUE;[5]
13178;13178;2;Cranberry, dried, with sugar;Arándano, seco, con azúcar;333;0,5;76,4;1;0,7;0,2;72,8;5,7;0;58;5;0,013;FALSE;[]
13113;13113;2;Cranberry, raw;Arándano, crudo;0;0,75;7,6;0,13;0,073;0,011;4,04;5,13;0;98,8;8;0,02;TRUE;[]
10031;10031;4;Crayfish, cooked;Cangrejo de río, cocido;73,5;16,3;0,56;0,7;0,39;0,17;0,25;0;116;140;85,7;0,21;TRUE;[5]
10030;10030;4;Crayfish, raw;Cangrejo de río, crudo;68,3;14,8;0,81;0,64;0,41;0,11;0;0;131;300;157;0,39;TRUE;[5]
11159;11159;10;Cream sauce;Salsa de crema;0;1,08;5,9;5,55;2,05;3;0,73;0,17;12,9;37,2;551;1,38;FALSE;[8]
37000;37000;10;cream sauce for pizza base;Salsa de crema para base de pizza;261;7,7;51,1;2,6;0;0,8;1,8;1;0;0;700;1,75;FALSE;[8]
11162;11162;10;Cream sauce with herbs;Salsa de crema con hierbas;0;1,09;5,5;5,49;2,03;2,94;0,74;0,4;12,7;48,5;555;1,39;FALSE;[8]
11192;11192;10;Cream sauce with mushrooms, prepacked;Salsa de crema con champiñones, envasada;0;1,38;6,2;5;2,2;2,51;1,52;0,5;0;0;383;0,96;FALSE;[8]
11122;11122;10;Cream sauce with shallots, prepacked;Salsa de crema con chalotes, envasada;0;1,7;11,9;5,53;0;3,03;2,27;0,9;0;0;647;1,61;FALSE;[8]
11161;11161;10;Cream sauce with spices;Salsa de crema con especias;0;1,16;6,2;5,75;2,1;3,12;0,95;0,65;13,3;56,5;517;1,29;FALSE;[8]
19436;19436;5;Cream, 15-20% fat, fluid, refrigerated;Crema, 15-20% de grasa, líquida, refrigerada;0;2,96;4,3;13,5;0;9,4;4,2;0;0;127;60;0,15;FALSE;[8]
19402;19402;5;Cream, fat content unknown (average);Crema, contenido de grasa desconocido (promedio);269;2,88;2,87;26;6,64;17,8;2,77;1,39;90,6;105;31,9;0,08;FALSE;[8]
19411;19411;5;Cream, Isigny;Crema, Isigny;0;2,33;3;40;11,12;28,9;2,05;0;0;0;30,5;0,076;FALSE;[8]
19433;19433;5;cream, light, 4 to 8% fat, liquid or thick;Crema ligera, 4 a 8% de grasa, líquida o espesa;76,2;3,25;5,28;4,3;1,08;2,88;4,44;3;30;140;43;0,11;FALSE;[8]
24370;24370;7;Crepe dentelle;Crepe dentelle;0;6,27;72,1;15,5;2,75;10,2;36,7;1,7;0;0;255;0,64;FALSE;[4,8]
